"ID","Name","Active","Type","IsCommercial","SiteSourceMultiplierOverride","ChargesRCC","FuelSurcharge","PurchasedEnergyAdj","PCE","CO2","CustomerChg","DemandCharge","Block1","Block2","Block3","Block4","Block5","Rate1","Rate2","Rate3","Rate4","Rate5","BuybackRate","Notes"
638,"Takotna Community Association - Commercial - Lg",1,1,1,,0,,,,2.20,,,,,,,,1.02,,,,,,"AEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
639,"Tanalian Electric Coop - Commercial - Lg",1,1,1,,0,,,,1.90,5.00,,,,,,,0.50,,,,,,"Port Alsworth; AEA database updated 1/2018  for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
640,"Tanana Power Company, Inc - Commercial - Lg",1,1,1,,1,,0.19,,1.70,0.00,,10000,20000,,,,0.46,0.44,0.42,,,,"Tariff for 2015 at RCC; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
641,"Tatitlek Electric Utility - Commercial - Lg",1,1,1,,0,,,,2.20,0.00,,,,,,,0.92,,,,,,"AIDEA database updated 1/2018   for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
642,"Teller Power Company - Commercial - Lg",0,1,1,,0,,,,1.80,0.00,,,,,,,0.54,,,,,,"Inactivated because it is now part of AVEC; AIDEA database 1/2011; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
643,"Tenakee Springs Electric Utility - Commercial - Lg",1,1,1,,0,,,,2.00,7.50,,,,,,,0.61,,,,,,"AEA database updated 1/2018  for residential;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
644,"Tetlin-APT - Commercial - Lg",1,1,1,,0,,,,1.50,156.61,10.83,,,,,,0.30,,,,,,"updated 1/2018   APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
645,"Thorne Bay-APT - Commercial - Lg",1,1,1,,0,,,,1.60,156.61,7.78,,,,,,0.19,,,,,,"updated 1/2018   APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
646,"Tok-APT - Commercial - Lg",1,1,1,,0,,,,1.50,156.61,10.83,,,,,,0.30,,,,,,"updated 1/2018  APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
647,"Tuluksak Traditional Power - Commercial - Lg",1,1,1,,0,,,,1.80,,,,,,,,0.75,,,,,,"AEA database updated 1/2018 for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
648,"Tuntutuliak Community Services - Commercial - Lg",1,1,1,,0,,,,1.90,40.00,,,,,,,0.65,,,,,,"AEA database updated 1/2018 for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
649,"Twin Hills Village Council - Commercial - Lg",1,1,1,,0,,,,1.80,,,,,,,,0.50,,,,,,"AEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
650,"Umnak Power Co., The Native Vill - Commercial - Lg",1,1,1,,0,,,,1.80,15.00,,,,,,,0.75,,,,,,"Nikolski; AEA database updated 1/2018 ; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
651,"Unalakleet Valley Electric Assoc - Commercial - Lg",1,1,1,,0,,,,1.70,4.00,,,,,,,0.42,,,,,,"AEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA) Unalakleet VEA is owned by Matanuska Electric Assn."
652,"Unalaska, City of - Commercial - Lg",1,1,1,,0,0.16,,,1.60,50.00,6.70,,,,,,0.17,,,,,,"Unalaska schedul via e-mail - updated 1/2018 ;  CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
653,"Unqusrag - Commercial - Lg",1,1,1,,0,,,,1.80,,,,,,,,0.80,,,,,,"Newtok; AEA database updated 1/2018  residential;   CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
654,"Venetie Village Electric - Commercial - Lg",1,1,1,,0,,,,2.40,,,,,,,,0.90,,,,,," AEA database updated 1/2018  for residential;   CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
655,"Whale Pass-APT - Commercial - Lg",1,1,1,,0,,,,1.50,156.61,7.78,,,,,,0.19,,,,,,"updated 1/2018  APT report - reported rate per kwh includes COPA and RCC so I have deleted RCC charge here"
656,"White Mountain, City of - Commercial - Lg",1,1,1,,0,,,,2.80,10.00,,,,,,,0.55,,,,,,"AIDEA database updated 1/2018  for residential; CO2 from PCE Statistics from Alaska Energy Authority (DCRA)"
657,"Wrangell, City of - Commercial - Lg",1,1,1,,0,0.00,,,0.01,13.50,,70000,,,,,0.11,0.11,,,,,"Wrangell website and e-mails from Electric Dept updated 1/2018  no change from 7/2015;"
658,"AVEC -Yakutat - Commercial - Lg",1,1,1,,0,,0.20,,1.60,,45.00,,,,,,0.16,,,,,,"updated Jan 2018 taken over by AVEC 6/2017;"
659,"AEL&P - Residential Demand",1,1,0,,1,,-0.01,,0.01,11.93,10.40,,,,,,0.05,,,,,0.03,"from AEL&P website rate schedule for 1/2018; block rate and demand charge are calculated as .75* Peak rate + .25  Off Peak rate."
660,"AEL&P -  Sm Commercial Demand",1,1,1,,1,,-0.01,,0.01,28.21,12.13,,,,,,0.06,,,,,0.03,"from AEL&P website rate schedule for 1/2018; block rate and demand charge are calculated as .75* Peak rate + .25  Off Peak rate."
663,"AEL&P - Residential Heat Pump",1,1,0,,1,,-0.01,,0.01,11.39,9.29,,,,,,0.05,,,,,0.03,"from AEL&P website rate schedule for 1/2018; block rate and demand charge are calculated as .75* Peak rate + .25  Off Peak rate."
670,"Nuiqsut Natural Gas",1,2,0,,1,,,,,25.00,,,,,,,0.00,,,,,,"Customers are charged only a monthly rate of $25/month 7/2015"
671,"Kotzebue-Community Bldg,Sm-PCE",1,1,1,,1,0.19,,0.24,1.60,,,,,,,,0.17,,,,,,"From  RCC 1/2015"
672,"Kotzebue-Community Bldg,Lg-PCE",1,1,1,,1,0.19,,0.24,1.60,75.00,2.84,,,,,,0.16,,,,,,"From  RCC 1/2015"
673,"Nuiqsut North Slope Borough Commercial",1,1,0,,1,,,,1.30,15.00,,1000,10000,,,,0.20,0.30,0.08,,,,"updated 1/2018"
674,"Nuiqsut North Slope Borough Residential",1,1,0,,1,,,,1.30,15.00,,600,,,,,0.15,0.08,,,,,"updated 1/2018"
675,"National Avg Electric - Residential",0,1,0,,0,,,,1.10,10.00,,,,,,,0.11,,,,,,"For BESTEST"
676,"National Avg Gas - Residential",0,2,0,,0,,,,,10.00,,,,,,,1.59,,,,,,"For BESTEST."
677,"Adak -TDX Residential",1,1,0,,1,,,0.47,1.80,22.98,,,,,,,1.16,,,,,,"From AIEDA, updated Jan 2018"
678,"Adak - TDX Commercial",1,1,1,,1,,0.76,,1.80,45.94,103.38,,,,,,0.21,,,,,,"From RCA Tariff, updated July 2015."
682,"Enstar Natural Gas - G4",1,2,1,,1,0.82,,,,570.00,,,,,,,0.07,,,,,,"Rates are  from Enstar Website effective updated Jan 2018; CO2 is lbs/therm (12.1) estimated from ACE3 figures;  Fuel Surcharge is actually Gas Cost Adjustment which is the figure ENSTAR changes each January; RCC of .223% .  This  rate is for customers throughout the service area - Anchorage, Big Lake, Chugiak-EagleRiver Eklutna, Girdwood, Houston, Indian, Kenai, Knik, Nikiski, Palmer, Peters Creek Portage, Sterling, Soldotna, Wasilla,Whittier"
683,"Golden Valley Electric GS-2(P)",1,1,1,,1,0.09,,,2.28,30.00,14.29,,,,,,0.06,,,,,0.07,"Rates from 11/2017; Fuel and Purchased Power Charges are combined under Fuel Surcharge            CO2 is based on addition of hydro from Bradley Lake (without hydro = 2.8)"
684,"Golden Valley Electric - GS-3",1,1,1,,1,0.09,,,2.28,295.00,22.86,,,,,,0.02,,,,,0.07,"Rates from 11/2017; Fuel and Purchased Power Charges are combined under Fuel Surcharge            CO2 is based on addition of hydro from Bradley Lake (without hydro = 2.8)"
685,"Homer Electric Assn - Industrial",0,1,1,,1,,0.07,,1.10,450.00,23.33,,,,,,0.02,,,,,0.06,"This rate class doesn't show up on 1/2016 rate schedule; rates as of1/2015;  new rate structure; rates same for all communities served; minimum charge required ($19.30) isn't included here"
686,"Wrangell - Large Commercial Heat Rate Service",1,1,1,,1,,,,0.01,17.50,,70000,,,,,0.11,0.11,,,,,"Wrangell website and e-mails from Electric Dept updated 1/2018  no change from 7/2015;"
687,"Wrangell - Small Commercial Heat Rate Service",1,1,1,,1,,,,0.01,4.00,,1000,,,,,0.11,0.08,,,,,"Wrangell website and e-mails from Electric Dept updated 1/2018  no change from 7/2015;"
688,"Wrangell - Residential Heat Rate Service",1,1,0,,1,,,,0.01,4.00,,300,550,,,,0.12,0.10,0.08,,,,"Wrangell website and e-mails from Electric Dept updated 1/2018  no change from 7/2015;"
689,"Nuiqsut Natural Gas - Commercial",1,2,1,,1,,,,,,,,,,,,0.17,,,,,,"Customers are charged only a monthly rate of $25/month 7/2015"
690,"AEL&P Residential Dual Fuel",1,1,0,,1,,,,0.01,,,,,,,,0.06,,,,,0.03,"from AEL&P website rate schedule for 1/2018; COPA is not in effect and the rate is only for Jan-March"
691,"AEL&P Commercial and Government Dual Fuel",1,1,1,,1,,,,0.01,,,,,,,,0.06,,,,,0.03,"from AEL&P website rate schedule for 1/2018; COPA is not in effect and the rate is only for Jan-March"
692,"Chignik Lagoon - Commercial - Lg",1,1,0,,1,,,,1.80,,,,,,,,0.51,,,,,,"updated Jan 2018 AEA and RCC rates"
693,"Chignik Lagoon - Commercial - Sm",1,1,0,,1,,,,1.80,,,,,,,,0.51,,,,,,"updated Jan 2018 AEA and RCC rates"
694,"Chignik Lagoon - Residential",1,1,0,,1,,,0.25,1.80,,,,,,,,0.51,,,,,,"updated Jan 2018 AEA"
